0,1
693,-2
689,-2
686,-2
682,-2
679,-2
676,-2
676,-2
670,-2
665,-2
659,-2
654,-2
649,-2
649,-2
633,-2
617,-2
602,-2
586,-2
571,-2
571,-2
566,-2
561,-2
556,-2
551,-2
546,-2
546,-2
559,-2
572,-2
585,-2
598,-2
612,-2
612,-2
608,-2
604,-2
601,-2
597,-2
594,-2
594,-2
600,-2
607,-2
614,-2
621,-2
628,-2
628,-2
607,-2
586,-2
565,-2
544,-2
523,-2
523,-2
524,-2
526,-2
527,-2
529,-2
531,-2
531,-2
536,-2
541,-2
546,-2
551,-2
556,-2
556,-2
575,-2
595,-2
614,-2
634,-2
654,-2
654,-2
681,-2
709,-2
736,-2
764,-2
792,-2
792,-2
797,-2
802,-2
807,-2
812,-2
818,-2
818,-2
1021,-1
1224,-1
1427,-1
1630,-1
1833,-1
1833,-1
1766,-1
1700,-1
1633,-1
1567,-1
1501,-1
1501,-1
1552,0
1603,0
1654,0
1705,0
1757,0
1757,0
1715,0
1674,0
1632,0
1591,0
1550,0
1550,0
1417,0
1284,0
1152,0
1019,0
887,1
887,1
1032,1
1178,1
1323,1
1469,1
1615,1
1615,1
1530,1
1445,1
1360,1
1275,1
1191,1
1191,1
1174,1
1158,1
1142,1
1126,1
1110,1
1110,1
1184,1
1259,1
1333,1
1408,1
1483,2
1483,2
1429,2
1376,2
1323,2
1270,2
1217,2
1217,2
1183,2
1149,2
1116,2
1082,2
1049,3
1049,3
1126,3
1203,3
1281,3
1358,3
1436,3
1436,3
1468,2
1501,2
1533,2
1566,2
1599,2
1599,2
1622,2
1645,2
1669,2
1692,2
1716,2
1716,2
1767,2
1818,2
1869,2
1920,2
1971,2
1971,2
1936,2
1902,2
1868,2
1834,2
1800,2
1800,2
1813,2
1826,2
1839,2
1852,2
1865,2
1865,2
1720,2
1576,2
1431,2
1287,2
1143,2
1143,2
1198,1
1253,1
1309,1
1364,1
1420,1
1420,1
1437,1
1455,1
1473,1
1491,1
1509,1
1509,1
1632,0
1756,0
1880,0
2004,0
2128,0
2128,0
2254,0
2380,0
2507,0
2633,0
2760,0
2760,0
2731,0
2703,0
2674,0
2646,0
2618,-1
2618,-1
2732,-1
2847,-1
2962,-1
3077,-1
3192,-1
3192,-1
3176,-1
3160,-1
3144,-1
3128,-1
3112,-2
3112,-2
3210,-2
3309,-2
3407,-2
3506,-2
3605,-2
3605,-2
3552,-2
3499,-2
3446,-2
3393,-2
3340,-2
3340,-2
3081,-2
2823,-2
2565,-2
2307,-2
2049,-2
2049,-2
1966,-2
1883,-2
1800,-2
1717,-2
1635,-3
1635,-3
1612,-3
1590,-3
1567,-3
1545,-3
1523,-3
1523,-3
1508,-3
1494,-3
1479,-3
1465,-3
1451,-3
1451,-3
1388,-3
1325,-3
1263,-3
1200,-3
1138,-3
1138,-3
1072,-3
1007,-3
941,-3
876,-3
811,-3
811,-3
796,-3
781,-3
766,-3
751,-3
737,-3
737,-3
921,-3
1105,-3
1290,-3
1474,-3
1659,-3
1659,-3
1653,-3
1648,-3
1643,-3
1638,-3
1633,-3
1633,-3
1589,-3
1546,-3
1503,-3
1460,-3
1417,-3
1417,-3
1428,-3
1440,-3
1451,-3
1463,-3
1475,-3
1475,-3
1496,-3
1517,-3
1538,-3
1559,-3
1580,-3
1580,-3
1547,-3
1515,-3
1482,-3
1450,-3
1418,-3
1418,-3
1436,-3
1455,-3
1473,-3
1492,-3
1511,-3
1511,-3
