0,1,2,3,4,5
81276.98760056254,82152.4669962847,82453.41993244049,82474.67962565538,82654.77422897694,82448.66468976137
79255.86239257571,79646.34788762804,79331.2272696757,78988.76809157846,79159.89963438627,79053.63385039207
77141.68313154337,77097.92999658344,76550.63588040111,76049.83202340124,76194.17243090866,76152.1922988033
79235.98351725217,79302.58959684012,79492.0231045985,79288.35655088302,79469.40710505244,79401.84507461663
79366.86707820889,79737.82503030059,79922.01306417582,79752.74439994332,79854.2794528186,79612.53827558992
74885.19792250035,74778.09874545928,74188.35060700771,73595.85717381355,73597.53213042732,73417.39667450545
76207.17172833558,75858.82160526988,75896.70013630149,75539.80364924547,75591.47401815053,75547.76173579093
75902.70546855089,75961.08383443115,75928.04225127933,75674.66625347492,75624.08256373879,75349.52040740011
75411.61635991094,75419.91760829922,75411.14246974704,75103.17922737358,75072.19661527869,74845.16237417099
78723.89617203947,78973.2277624106,79506.9506447613,79479.46501525518,79488.09308444617,79232.99310690758
75502.80753438112,75748.40519708153,75323.57083566663,74935.80612379668,74805.17584896204,74395.2281751096
75367.73249662992,75160.8140759277,74916.3112629163,74477.56250582692,74429.0214461076,74234.06466678379
75778.1949132466,75796.47236663697,75629.22999138114,75319.91861319658,75219.87059497353,74888.67856404897
76336.80519972202,76466.13636186597,76477.56691944,76201.96710705277,76121.61821271178,75765.62865338323
78064.47800897477,78338.38652370808,78562.56108279225,78386.50271638391,78313.53997218367,77928.64311285732
79340.18215966936,79719.9806144738,79915.27238512036,79738.0456343424,79649.91023437736,79208.50605826614
77686.17475934264,77859.19369228599,77500.40981509445,77064.51256950853,76925.25422548292,76487.47776028153
76531.19004264113,76373.96472498772,75890.13103816744,75347.33070802208,75217.52565571424,74882.23202371594
78571.56499590633,78585.88791758416,78626.3973560774,78332.43838509914,78239.57225401518,77881.80152131197
80941.09752059933,81352.91624354717,81707.93351098773,81582.8101666784,81494.35611643073,81018.12918379303
78943.24195376394,79194.59166259167,78909.85720876929,78479.7855439913,78323.09131014225,77830.70308881161
79036.73721489307,78917.99504675624,78701.29651353357,78236.998540194,78118.5995339,77782.25190481302
81504.92876939771,81666.46812164661,81850.75420176264,81630.28905878899,81521.8008933365,81102.80028324958
79573.52404226897,79761.86270033833,79423.71755683658,78972.181935842,78799.35909538028,78298.25292913792
78088.04995936867,77855.99084841963,77403.91597310064,76813.90637800691,76663.88745905277,76325.08050342558
78615.0566742241,78423.12298732516,78232.95413276073,77797.84125710127,77637.95234990594,77280.52477904555
80043.39431029436,80119.33929431913,80253.25411822078,79976.4205573034,79824.83289849636,79395.57011520502
77660.92785233495,77653.57438427446,77247.70379993555,76734.48892295358,76508.90903441784,76042.84622874376
80784.0764659476,80724.05582553384,81032.66453899261,80783.18587926027,80665.66928913353,80329.9099374914
79219.4790667164,79402.00848501798,79101.41505174515,78701.52528809545,78452.92087401029,77901.77844287631
79780.8101363742,79688.33619025347,79611.50061954137,79188.553648262,79031.47539996979,78649.92028335092
79860.7831867921,79900.74520044086,79710.84597303864,79318.63649825212,79106.1866354644,78625.4740873098
76750.21717408297,76517.30832904694,75833.09263757821,75169.25422315714,74910.56738730904,74454.00689647313
78126.41055108425,77810.45654008504,77683.86250216363,77232.38407480952,77041.3409745979,76691.02992671606
78372.6945374703,78389.85262961146,78287.65576461074,77924.97454934713,77672.55450239059,77156.32470350382
78668.55723962424,78665.25634951708,78631.04638199565,78248.4127567279,78017.60373534916,77534.12955141184
76190.15253503558,75999.61600706812,75417.98119504329,74820.94495269176,74511.71527970787,74014.06524345395
76582.92577570674,76232.90886654731,75949.47352541563,75446.12863667485,75192.213384546,74796.36802832958
76597.23235634444,76490.451829586,76235.20478268621,75814.43934026477,75525.35816976664,75021.19622901913
76114.57522441384,75994.03554186222,75732.52987659094,75275.0297759473,74996.97880753991,74506.72309194681
77668.5672885978,77637.16797997948,77664.6536094856,77346.3791707873,77095.6422509646,76607.53538214919
78524.15146795627,78667.25812693355,78664.12064722774,78366.85261562225,78095.44428002951,77520.42758925912
77279.40541779634,77266.79013481256,76878.56787381884,76388.18960042474,76091.61606302497,75527.80115526673
77020.57151258703,76815.36073057888,76420.76546393272,75899.94383276817,75622.04810424206,75126.96361128923
77689.67991245148,77590.13029595253,77365.97207790849,76937.85316742655,76665.374493705,76133.7514350116
79457.50265731452,79560.39401652095,79639.50099181173,79338.678783977,79096.13689578173,78524.77242748138
78810.85501711485,78915.4621855354,78677.86346198079,78242.67705164071,77954.91133487341,77330.87152369974
78767.65747751949,78649.41371110675,78378.09525123474,77881.57274675008,77612.5665440571,77068.17296249863
82650.18239669917,82808.97645420548,83163.73226500388,82972.5094133508,82764.07127591607,82183.31070953843
