0,1,2,3
75122.49659199991,73997.76811920831,76282.39588216721,72457.2915919999
75491.47409199992,74586.31354412896,75696.10671178778,72215.1165919999
75238.9465919999,75054.1679703714,74942.65264073484,71924.49659199991
74618.37159199991,74737.638310941,73305.05351607708,71934.15659199991
73753.95909199992,73893.37965876888,71877.20857464841,71354.80909199991
72893.1015919999,72739.60411549042,71055.70540500202,71242.50409199992
72457.2915919999,71641.60189201462,70788.66019386971,71177.7740919999
72215.1165919999,71118.85652539578,71034.31537835789,70806.6440919999
71924.49659199991,70887.7408639483,71397.06842871454,68752.7005689999
71934.15659199991,70591.09035374568,70834.99011857196,66510.0420459999
71354.80909199991,70674.74455006389,71102.15123415868,64499.0785229999
71242.50409199992,70056.29075882238,70315.48366924902,62141.5049999999
71177.7740919999,69963.29061112787,70324.23453621397,61863.6899999999
70806.6440919999,69963.01218241379,68309.31069068916,61473.992499999906
68752.7005689999,69560.71491227153,65707.97649768527,61203.9974999999
66510.0420459999,66893.33891434186,61459.11120274753,61631.532499999914
64499.0785229999,63903.12771411544,58450.62174427639,61943.532499999914
62141.5049999999,61488.52037389117,58363.99143189366,61908.754999999925
61863.6899999999,58750.371432110376,57507.753160415035,61664.464999999924
61473.992499999906,58619.50745789326,59815.30661083452,61442.544999999925
61203.9974999999,58650.24945796046,60808.93180127357,61010.13999999993
61631.532499999914,58806.09765862902,61626.03866754478,61178.989999999925
61943.532499999914,59841.617008631154,62617.41804221135,61347.32749999992
61908.754999999925,60769.978482616294,62345.01169927585,61400.57749999993
61664.464999999924,60954.60728938395,61396.11845777158,61714.78249999993
61442.544999999925,60594.41967710473,60356.50917801695,62548.32249999992
61010.13999999993,60315.53407553831,60540.91731188955,65575.65868749992
61178.989999999925,59919.92487792001,60644.898121431994,68503.72737499991
61347.32749999992,60387.1332173541,61676.6127185883,71408.70606249991
61400.57749999993,60897.44843559456,62297.099218465024,74091.98474999992
61714.78249999993,61147.026316760435,63105.81362202278,74410.12974999992
62548.32249999992,61628.529533379144,66452.30760467879,74688.62974999992
65575.65868749992,62806.1590642934,70106.37462008474,74806.23474999992
68503.72737499991,66875.93670661212,76022.21036875017,74238.73474999992
71408.70606249991,70823.94846670062,79168.84731316892,73676.8347499999
74091.98474999992,74492.3351780443,79757.15409042644,73234.87474999992
74410.12974999992,77737.92664774242,79920.6456813492,72899.29474999991
74688.62974999992,77904.82359379245,77022.34968160948,72544.55974999991
74806.23474999992,77732.72160056503,75663.96424415267,71935.44474999991
74238.73474999992,77321.17256561446,74450.30889154942,71297.6297499999
73676.8347499999,76041.73561670237,72978.19074014,70418.20974999989
73234.87474999992,74727.70575900978,72528.94738134924,69658.0122499999
72899.29474999991,73829.40054078118,72528.16963477693,69601.81724999989
72544.55974999991,73322.11499047714,72231.3558130242,69516.8372499999
71935.44474999991,72783.96268421326,71435.52136410451,73861.30517349989
71297.6297499999,71771.2406146501,69867.82888766105,78040.15059699988
70418.20974999989,70633.68498981392,68664.3018218017,82589.9335204999
69658.0122499999,69257.09211744506,68059.3692672145,87516.3414439999
69601.81724999989,68145.77653996664,67980.75677492817,87828.54394399992
69516.8372499999,68076.9724258653,73239.74735650518,88281.66394399991
73861.30517349989,68122.56120335753,77635.77296038266,91919.11617399991
78040.15059699988,73915.74070668253,88071.9214294442,95306.4759039999
82589.9335204999,79750.35899512323,93966.611886384,98830.97063399991
87516.3414439999,85798.05704344276,95359.89277075164,101980.19536399991
87828.54394399992,92094.0928497832,96622.08613020259,101227.69286399991
88281.66394399991,92483.22878634834,94685.48638585779,100250.4678639999
91919.11617399991,92555.18897667469,97140.25698688746,102770.1379249999
95306.4759039999,96402.30213652649,103845.33462593392,105804.73798599988
98830.97063399991,100123.5985655273,107213.52164532118,109193.78054699987
101980.19536399991,103929.5902002818,107227.46812557711,112697.16310799988
101227.69286399991,107509.57207701047,106593.16815758264,113102.90810799989
100250.4678639999,106742.96777153718,104963.84884640173,113620.06560799989
102770.1379249999,105376.01001983226,106708.9207765492,113627.5081889999
105804.73798599988,107551.60076747296,112793.744847702,114001.51576999991
109193.78054699987,110193.6298380447,116668.58601361519,114347.87085099991
112697.16310799988,113184.19382480205,117740.49938971201,115218.28343199992
113102.90810799989,116663.090380554,119051.15724372701,116389.08093199992
113620.06560799989,117158.92317467184,116148.40837597224,117372.85093199991
113627.5081889999,117663.20962636414,115961.16811280412,120276.06711299991
114001.51576999991,117131.76274278147,114598.37076909444,122450.04829399992
114347.87085099991,116549.45511249403,114855.40076196005,124893.45447499992
115218.28343199992,115724.97563959598,115466.8490207147,126798.52565599991
116389.08093199992,115755.02611196677,117105.74113002395,127392.6556559999
117372.85093199991,116512.09113574006,120592.9503851593,128817.5831559999
120276.06711299991,117307.8767533253,122635.4289409155,130376.28200874991
122450.04829399992,120088.82109727978,126781.38952967938,133355.03836149993
124893.45447499992,122019.81428508562,127704.92761428232,136049.37221424992
126798.52565599991,124225.55795364475,128400.52794351056,138459.28356699992
127392.6556559999,125901.55340163651,129139.76400950874,141102.22106699992
128817.5831559999,126339.09131976355,129297.43270649103,142699.03606699992
130376.28200874991,127608.81052821525,132854.60199232303,146013.09041399992
133355.03836149993,128979.86952661678,135535.5712667966,149416.8222609999
136049.37221424992,131790.15546508838,139385.8100553056,152237.4966079999
138459.28356699992,134321.18649150338,141901.31478123576,156372.1634549999
141102.22106699992,136659.14001076407,143383.82859761632,158038.85595499992
142699.03606699992,139260.93489285256,146875.3816629489,159310.57345499995
146013.09041399992,140807.07350194614,149065.07012994,164150.64167249994
149416.8222609999,143795.1440232461,153067.12825140567,168023.50238999992
152237.4966079999,146697.19081246518,156976.85774533794,172712.15560749994
156372.1634549999,149081.2841832605,158039.04763292774,177194.15632499993
158038.85595499992,152672.05951019953,160344.2991292208,177269.82132499997
159310.57345499995,154018.40197029014,162762.89678000406,177168.00382499996
164150.64167249994,154984.2340005667,165870.50650429685,178017.12725799996
168023.50238999992,158771.6543574715,172889.43455717395,178679.85819099995
172712.15560749994,161497.58217895898,176021.2724751947,179770.48912399993
177194.15632499993,164987.5283062904,176563.10810998525,179825.8775569999
177269.82132499997,168270.9745143335,175880.75765292588,179093.21255699988
177168.00382499996,167992.84984109254,172694.2278981417,178724.50755699986
178017.12725799996,167533.1599031369,172436.41566849616,176958.83138024985
178679.85819099995,167427.72712847008,173125.19382585885,175957.04520349985
179770.48912399993,166986.4184428323,172287.2110948752,174547.97402674984
179825.8775569999,166795.84762030278,171402.34390582467,173354.17034999985
179093.21255699988,165903.05479489441,169984.72110342956,173145.5828499999
178724.50755699986,164662.743276797,167481.66985280017,173219.5828499999
176958.83138024985,163768.75742152764,166382.7294049893,171014.7330112499
175957.04520349985,161697.21143597306,163400.68636164934,167832.24067249987
174547.97402674984,160161.16070402804,162404.2944265763,165073.14083374984
173354.17034999985,158270.61155898846,161614.57580219058,161876.86099499985
173145.5828499999,156778.20060353703,161989.6456453062,160085.42349499985
173219.5828499999,156189.92451915288,160684.4493798632,158573.28349499987
171014.7330112499,156032.97664899332,158013.95522460763,156028.30009474987
167832.24067249987,154144.7078103362,153644.47988501133,152982.95419449988
165073.14083374984,151532.5177054563,149742.19405670432,150900.2607942499
161876.86099499985,149234.7653267603,148232.3413470213,149197.2098939999
160085.42349499985,146564.88016561195,146450.69887573962,147970.9223939999
158573.28349499987,144994.83634460875,145259.5366795564,147242.67239399994
156028.30009474987,143683.65356510237,142861.54332295593,145874.48739399994
152982.95419449988,141672.08294219873,140509.60522518918,144587.36739399994
150900.2607942499,139301.99197450854,138737.79482552796,143679.83989399998
149197.2098939999,137816.93583333853,138558.73472688734,142239.932394
147970.9223939999,136586.99144730173,138309.114426985,140962.312394
147242.67239399994,135656.30257365011,137555.89170562784,139658.367394
145874.48739399994,135175.23558955675,137063.0371189581,135929.77403049998
144587.36739399994,134222.57811202473,136023.9309835016,133050.49566699995
143679.83989399998,133482.61373372408,135025.56185217356,130510.41980349996
142239.932394,133055.25622691764,134225.0629147877,127800.03893999994
140962.312394,132001.91330822377,132472.47259122366,127786.73893999995
139658.367394,130993.25282785491,128927.16133180886,127689.31893999997
135929.77403049998,129904.60647013094,126101.73289924974,123456.81820174996
133050.49566699995,126496.0243183597,121383.48855045925,119140.79746349994
130510.41980349996,123784.40624562021,119298.96586436006,114979.05172524994
127800.03893999994,121391.02145251428,119566.87225600923,109868.12598699992
127786.73893999995,118825.09017167595,119414.09203518894,109079.55348699991
127689.31893999997,118743.38580255434,117827.95294963737,108116.82348699993
123456.81820174996,118780.56305856834,113983.8085693218,106986.83598699993
119140.79746349994,114691.7275077987,106019.85848778734,106766.38098699995
114979.05172524994,110272.92666629728,100292.98233812876,106233.49598699997
109868.12598699992,106074.12581882674,99255.54579200437,105557.55098699997
109079.55348699991,100763.72352938198,96994.09042540923,104929.59348699996
108116.82348699993,99629.72386058573,100053.16124648045,104336.03098699996
106986.83598699993,98703.86824502742,100647.37544474611,103608.42687599997
106766.38098699995,97923.05333456189,100943.18517965988,103212.73776499997
106233.49598699997,98314.34069062702,101784.49821270065,102397.76615399997
105557.55098699997,98548.94786467317,101154.17778652172,101433.34704299996
104929.59348699996,98358.2564172408,100164.14766921815,100745.58704299995
104336.03098699996,97870.42452421275,99155.27768031553,99768.72704299995
103608.42687599997,97403.08399310432,98894.75951352244,96557.74321274995
103212.73776499997,96969.5366111466,98355.62235500534,93328.14688249995
102397.76615399997,97047.21904857623,98195.57966802716,89692.94305224995
101433.34704299996,96718.30468165549,97418.44983418938,86322.82672199995
100745.58704299995,96098.00846895279,96344.97424420151,85485.11172199996
99768.72704299995,95640.79216770334,93364.74915787824,84525.74922199997
96557.74321274995,94781.34799694069,89791.10251399483,77884.59066649998
93328.14688249995,91197.39706518978,83461.25732678325,70898.38711099997
89692.94305224995,87347.20714411758,79507.59572169476,64028.25855549997
86322.82672199995,83195.58550522124,78014.56197726994,57148.08999999997
85485.11172199996,79431.4242734177,77225.33016215367,56337.664999999964
84525.74922199997,78556.17245699711,73467.19023054857,55916.04499999997
77884.59066649998,77823.44887765878,67064.38736524325,56315.25999999996
70898.38711099997,69999.29755772493,53521.286292884906,56993.554999999964
64028.25855549997,61083.49623736658,44646.56431395946,57673.352499999964
57148.08999999997,53208.30942985845,43553.87456271757,58227.577499999956
56337.664999999964,45838.49387197022,42999.46926513362,58009.48749999995
55916.04499999997,45838.571947677876,50943.947504907155,58012.357499999955
56315.25999999996,47314.293291144124,54710.5481894782,57563.84499999996
56993.554999999964,49775.860071284,58119.82988010458,57120.05749999996
57673.352499999964,52385.949154739756,59810.930130916844,56565.31249999996
58227.577499999956,54699.780998224065,59434.708319073936,55768.68749999996
58009.48749999995,56004.08196178374,58174.80413071319,54893.40249999997
58012.357499999955,55501.96717144157,55712.453920594526,54443.039999999964
57563.84499999996,55203.43788706729,55400.6465882619,56379.36646074997
57120.05749999996,54943.99685459925,55177.81009660659,58330.94292149996
56565.31249999996,55144.10282783897,55299.27279890113,60982.74438224996
55768.68749999996,55208.900294910665,54748.2766965167,63428.90084299997
54893.40249999997,54608.37995669016,53901.31232204385,63467.30084299996
54443.039999999964,53516.78448533133,55337.78777487486,63615.98084299996
56379.36646074997,52885.53206141922,57575.26797580212,60695.63938224996
58330.94292149996,55641.06007738674,63542.01568129502,57971.51292149996
60982.74438224996,58629.12316290502,66789.45156299631,55343.79646074997
63428.90084299997,62264.01043847445,68099.57306221536,52355.24999999996
63467.30084299996,65473.002990733854,68309.2384518781,51934.96499999996
63615.98084299996,65274.0413016752,62150.33274821843,51535.62999999996
60695.63938224996,64858.84377651267,58676.16725118666,53267.20225024997
57971.51292149996,60451.70637167842,51533.35492375766,55205.72450049997
55343.79646074997,56068.173442694635,47746.100170122416,57400.16925074997
52355.24999999996,52307.05138010412,47424.63505628002,59253.871500999965
51934.96499999996,48610.81601396548,47006.568082926155,59106.86150099997
51535.62999999996,48490.77192829361,52352.67917907386,58880.08150099998
53267.20225024997,48872.54974578545,55253.60845593792,58815.859000999975
55205.72450049997,51912.405942411606,60423.18959835106,58671.714000999986
57400.16925074997,55005.65972659302,62716.1461929997,58604.94400099998
59253.871500999965,58094.364464780985,62733.2748771447,58534.079000999984
59106.86150099997,60435.60873053491,61783.85339156919,58156.60900099999
58880.08150099998,59892.57855148763,58763.49209540554,57651.54400099999
58815.859000999975,59137.75748138638,57995.34951582115,57169.27400099999
58671.714000999986,58920.45089272031,58214.24407168764,56636.53650099998
58604.94400099998,58802.123646419015,58386.42585794283,56333.726500999976
58534.079000999984,58722.88465202397,58402.178995839175,56113.57150099998
58156.60900099999,58693.31089587881,58266.24767967979,55825.766500999984
57651.54400099999,58339.06034217367,57596.72156338451,55332.009000999984
57169.27400099999,57756.95347799164,56730.747854910594,54761.62900099998
56636.53650099998,57086.06420672474,56109.18241816336,54278.34150099998
56333.726500999976,56282.84445985344,55560.05852217694,53719.61400099998
56113.57150099998,55843.03780211542,55530.550270463915,53311.76400099999
55825.766500999984,55676.02023116255,55354.21307130025,52650.05400099999
55332.009000999984,55541.79032643739,54941.04202001661,52284.12400099999
54761.62900099998,55113.108424293576,54259.57854522235,49705.31175074999
54278.34150099998,54498.211415289945,53504.54145163027,47422.62200049999
53719.61400099998,53955.241135595104,53101.07649732773,45139.72225024999
53311.76400099999,53293.67963934926,52292.710988313,42723.90749999999
52650.05400099999,52832.928450108026,52129.50311740785,42741.21999999999
52284.12400099999,52104.407326716966,49336.05289791766,42681.37249999999
49705.31175074999,51820.133675124,47490.25126109551,42878.187499999985
47422.62200049999,48535.61878001359,42228.72525847962,43340.90249999998
45139.72225024999,45401.87902351921,39461.85465550433,43593.24499999998
42723.90749999999,42685.67266038295,39402.0601649571,43913.03999999998
42741.21999999999,40075.91116442018,39242.62482779135,44090.56749999998
42681.37249999999,40815.0811533778,42814.45149076333,44273.49249999998
42878.187499999985,41802.15907086522,44176.51994765961,44595.39999999998
43340.90249999998,42832.26517180287,45094.55989091656,44632.927499999976
