0,1,2,3
70113.26836599933,67517.14398980037,75543.38201478859,61430.404999999344
75656.66315699935,75123.80489202103,76480.1146786635,70113.26836599933
80869.2547819993,79943.56043197213,83224.48775029166,75656.66315699935
84314.45134999932,84314.52688991338,85221.86819925887,80869.2547819993
64314.787609999345,64088.063040327885,55352.00134537515,84314.45134999932
57678.55499999934,54768.10054721901,54448.044623250804,64314.787609999345
54214.91249999935,53612.1331007403,52948.40874608015,57678.55499999934
50044.00249999937,49555.7291248756,49112.74359462382,54214.91249999935
48560.29999999937,48581.7330194112,48644.818732177235,50044.00249999937
47328.96999999937,47275.951509098835,47324.79467330246,48560.29999999937
49831.97749999937,49991.394052216754,51874.04602521937,47328.96999999937
49880.694999999374,50544.09983562823,49916.69999918864,49831.97749999937
50553.04999999936,50905.19998355942,52613.86330416237,49880.694999999374
58131.36749999937,59537.293597930584,62708.03599600922,50553.04999999936
64636.527499999356,66332.33810336507,68401.98103497436,58131.36749999937
72583.71999999936,74746.76614605452,77061.35542298129,64636.527499999356
78402.98999999936,81148.21241971667,80379.1298019724,72583.71999999936
77686.66749999934,78447.28534863994,77443.18844095798,78402.98999999936
70435.56749999935,69515.83253403897,66791.99391701787,77686.66749999934
68448.28249999939,66480.79596323968,68766.32566269692,70435.56749999935
64065.06499999938,63366.49726450232,61550.3514279286,68448.28249999939
61469.78249999935,60856.63425614003,61073.355476337434,64065.06499999938
60134.90499999938,59724.42578453118,60072.55150042944,61469.78249999935
62421.34499999939,61852.93398875955,64154.51570385357,60134.90499999938
64978.80249999941,65293.505699524605,65926.12170091175,62421.34499999939
65010.89390699939,64883.326500799456,64683.40044813418,64978.80249999941
64657.7589069994,64554.733524887,65727.22734018316,65010.89390699939
66285.7714069994,66157.48900190515,67939.95541340703,64657.7589069994
59169.67499999939,58998.99670702292,55755.6046871268,66285.7714069994
67519.4652429994,66807.55147487883,71966.77114484186,59169.67499999939
86472.11012099942,87966.95641376759,94708.01187005798,67519.4652429994
136778.82032999943,135717.61802939963,157704.90400861664,86472.11012099942
178565.29210599943,176312.954166948,192177.77607900155,136778.82032999943
169187.39921199938,170734.30357473186,162438.66187697975,178565.29210599943
177813.6775389994,162454.2929837055,170552.57150600225,169187.39921199938
199733.2518299994,173778.1061059362,196228.2297103289,177813.6775389994
194721.5615049994,175278.0123293231,182666.26296409473,199733.2518299994
156543.40657099942,149337.94753817114,134506.0551770766,194721.5615049994
139421.8105799994,127835.15902740645,125915.8071420423,156543.40657099942
149924.77593499943,136706.74058030004,149142.17011497603,139421.8105799994
139304.97381899942,134106.76994331757,131038.58673839009,149924.77593499943
119512.93186099942,114863.96004030442,109227.55260150674,139304.97381899942
101822.67417899941,95931.9261540958,89729.03500172362,119512.93186099942
100193.33667899942,92231.78369778226,97903.3651661866,101822.67417899941
92065.46917899941,88929.89344637598,86496.46680505779,100193.33667899942
89465.42610599942,85379.05157186103,88089.48923799912,92065.46917899941
77385.10952699941,74240.41006846077,70118.14786296684,89465.42610599942
66859.64617399943,63007.497724896355,61901.80353031555,77385.10952699941
